Brewery,Name,Address,Brewery_Type,URL,URL_Title,Map_URL,Telephone,Latitude,Longitude
brewery,3 Stars Brewing Co,"6400 Chillum Pl NW Ste B Washington, DC 20012-2111",Micro,http://www.3starsbrewing.com,www.3starsbrewing.com,http://www.google.com/maps/place/6400 Chillum Pl NW Ste B++Washington+DC+United States,(202) 670-0333,38.967491,-77.012626
brewery,"Angry Chair Brewing, LLC.","6401 N Florida Ave Tampa, FL 33604-6007",Micro,http://www.angrychairbrewing.com,www.angrychairbrewing.com,http://www.google.com/maps/place/6401 N Florida Ave++Tampa+FL+United States,(813) 892-1651,28.005142,-82.459215
brewery,Tuppers Hop Pocket Ale,"6404 Redwing Rd Bethesda, MD 20817-5920",Contract,http://www.tuppersbeers.com,www.tuppersbeers.com,http://www.google.com/maps/place/6404 Redwing Rd++Bethesda+MD+United States,(301) 229-2027,38.973455,-77.127261
brewery,13 Virtues Brewing Co,"6410 SE Milwaukie Ave Portland, OR 97202-5518",Brewpub,http://www.13virtuesbrewing.com,www.13virtuesbrewing.com,http://www.google.com/maps/place/6410 SE Milwaukie Ave++Portland+OR+United States,(503) 239-3831,45.476248,-122.648819
brewery,Heavy Riff Brewing,"6413 Clayton Ave Saint Louis, MO 63139-3305",Micro,http://www.heavyriffbrewing.com,www.heavyriffbrewing.com,http://www.google.com/maps/place/6413 Clayton Ave++Saint Louis+MO+United States,(314) 971-6179,38.628938,-90.293391
brewery,The Filling Station Microbrewery,"642 Railroad Pl Traverse City, MI 49686-2671",Micro,http://www.thefillingstationmicrobrewery.com,www.thefillingstationmicrobrewery.com,http://www.google.com/maps/place/642 Railroad Pl++Traverse City+MI+United States,(231) 946-8168,44.75827,-85.610341
brewery,Beer Hound Brewery (at Fermentation Trap),"6420 Seminole Trl Ste 12 Barboursville, VA 22923-2836",Micro,http://www.beerhoundbrewery.com,www.beerhoundbrewery.com,http://www.google.com/maps/place/6420 Seminole Trl Ste 12++Barboursville+VA+United States,(434) 985-2192,38.200419,-78.390265
brewery,"Packinghouse Brewing Co, The","6421 Central Ave Ste 101 Riverside, CA 92504-1450",Micro,http://www.pbbeer.com,www.pbbeer.com,http://www.google.com/maps/place/6421 Central Ave Ste 101++Riverside+CA+United States,(951) 990-9552,33.954298,-117.43988
brewery,BJs Restaurant &amp; Brewery - Woodland Hills,"6424 Canoga Ave Woodland Hills, CA 91367-2407",Brewpub,http://www.bjsrestaurants.com,www.bjsrestaurants.com,http://www.google.com/maps/place/6424 Canoga Ave++Woodland Hills+CA+United States,(818) 340-4513,34.187296,-118.59682
brewery,Kootenai River Brewing Co,"6424 Riverside St Bonners Ferry, ID 83805",Brewpub,http://www.kootenairiverbrewingcompany.com,www.kootenairiverbrewingcompany.com,http://www.google.com/maps/place/6424 Riverside St++Bonners Ferry+ID+United States,(208) 267-4677,48.6973,-116.317067
brewery,Fireman's Brew,"6433 Topanga Canyon Blvd # 189 Woodland Hills, CA 91303-2621",Contract,http://www.firemansbrew.com,www.firemansbrew.com,http://www.google.com/maps/place/6433 Topanga Canyon Blvd # 189++Woodland Hills+CA+United States,(818) 883-2739,34.187569,-118.606187
brewery,Fort Point Beer Company,"644 Mason St San Francisco, CA 94129-1600",Micro,http://www.fortpointbeer.com,www.fortpointbeer.com,http://www.google.com/maps/place/644 Mason St++San Francisco+CA+United States,(415) 906-4021,37.803064,-122.464831
brewery,Barren Hill Tavern and Brewery,"646 Germantown Pike Lafayette Hill, PA 19444-1641",Brewpub,https://www.facebook.com/BarrenHillBeer,https://www.facebook.com/BarrenHillBeer,http://www.google.com/maps/place/646 Germantown Pike++Lafayette Hill+PA+United States,,40.084207,-75.250277
brewery,High Hops Brewery,"6461 State Highway 392 Windsor, CO 80550-3010",Micro,http://www.highhopsbrewery.com,www.highhopsbrewery.com,http://www.google.com/maps/place/6461 State Highway 392++Windsor+CO+United States,(970) 686-9771,40.480687,-104.935613
brewery,Carbondale Beer Works,"647 Main St Carbondale, CO 81623-1934",Brewpub,http://www.carbondalebeerworks.com,www.carbondalebeerworks.com,http://www.google.com/maps/place/647 Main St++Carbondale+CO+United States,,39.400717,-107.213089
brewery,Captain Fatty's,"6483 Calle Real Unit D Goleta, CA 93117-1541",Micro,http://www.captainfattys.com,www.captainfattys.com,http://www.google.com/maps/place/6483 Calle Real Unit D++Goleta+CA+United States,,34.439355,-119.851595
brewery,War Flag Brewing Co,"649 Morgan Ave Ste Brooklyn, NY 11222-3745",Contract,http://www.warflag.com,www.warflag.com,http://www.google.com/maps/place/649 Morgan Ave Ste++Brooklyn+NY+United States,,40.726583,-73.940201
brewery,Bolero Snort Brewery,"65 Railroad Ave Ridgefield Park, NJ 07660-1321",Contract,http://www.bolerosnort.com,www.bolerosnort.com,http://www.google.com/maps/place/65 Railroad Ave++Ridgefield Park+NJ+United States,(201) 819-3527,40.860416,-74.029434
brewery,Big Elm Brewing,"65 Silver St Sheffield, MA 01257-9626",Micro,http://www.bigelmbrewery.com,www.bigelmbrewery.com,http://www.google.com/maps/place/65 Silver St++Sheffield+MA+United States,(413) 229-2348,42.092969,-73.350458
brewery,Arkose Brewery,"650 E Steel Loop Commercial CenterPalmer, AK 99645-6689",Micro,http://www.arkosebrewery.com,www.arkosebrewery.com,http://www.google.com/maps/place/650 E Steel Loop+Commercial Center+Palmer+AK+United States,(907) 746-2337,61.613672,-149.012972
brewery,Sound Brewery,"650 NW Bovela Ln Ste 2 Poulsbo, WA 98370-8357",Micro,http://www.soundbrewery.com,www.soundbrewery.com,http://www.google.com/maps/place/650 NW Bovela Ln Ste 2++Poulsbo+WA+United States,(360) 930-8696,47.73989,-122.657395
brewery,Victory Brewing Co,"650 W Cypress St Kennett Square, PA 19348",Brewpub,http://www.victorybeer.com,www.victorybeer.com,http://www.google.com/maps/place/650 W Cypress St++Kennett Square+PA+United States,(484) 730-1870,39.844189,-75.719008
brewery,Smoke Mountain Brewery,"6500 Casitas Pass Rd Ventura, CA 93001-9794",Micro,http://www.smokemtn.com,www.smokemtn.com,http://www.google.com/maps/place/6500 Casitas Pass Rd++Ventura+CA+United States,(805) 804-7954,34.393154,-119.435962
brewery,Granite City Food &amp; Brewery (#26),"6501 Grape Rd Ste 1000 Mishawaka, IN 46545-1010",Brewpub,http://www.gcfb.net,www.gcfb.net,http://www.google.com/maps/place/6501 Grape Rd Ste 1000++Mishawaka+IN+United States,(574) 243-0900,41.71949,-86.191012
brewery,Smoky Mountain Brewery (#1),"6515 Kingston Pike Knoxville, TN 37919-4826",Brewpub,http://www.smoky-mtn-brewery.com,www.smoky-mtn-brewery.com,http://www.google.com/maps/place/6515 Kingston Pike++Knoxville+TN+United States,(865) 673-3377,35.932315,-84.011963
brewery,Intracoastal Brewing Co.,"652 W Eau Gallie Blvd Melbourne, FL 32935-6509",Micro,http://www.intracoastalbrewingcompany.com,www.intracoastalbrewingcompany.com,http://www.google.com/maps/place/652 W Eau Gallie Blvd++Melbourne+FL+United States,(321) 872-7395,28.129853,-80.628987
brewery,Paladin Brewing,"6520 Mahoning Ave Youngstown, OH 44515-2012",Micro,http://www.paladinbrewing.com,www.paladinbrewing.com,http://www.google.com/maps/place/6520 Mahoning Ave++Youngstown+OH+United States,(330) 550-6638,41.100103,-80.78767
brewery,Oasis Texas Brewing Company,"6548 Comanche Trl Ste 301 Austin, TX 78732-1210",Micro,http://www.otxbc.com,www.otxbc.com,http://www.google.com/maps/place/6548 Comanche Trl Ste 301++Austin+TX+United States,(512) 284-9407,30.40534,-97.872966
brewery,"Actual Brewing Company, LLC","655 N James Rd Columbus, OH 43219-1837",Micro,http://www.actualbeer.com,www.actualbeer.com,http://www.google.com/maps/place/655 N James Rd++Columbus+OH+United States,(614) 284-3741,39.986763,-82.908009
brewery,Green Flash Brewing Co,"6550 Mira Mesa Blvd San Diego, CA 92121-4100",Regional,http://www.greenflashbrew.com,www.greenflashbrew.com,http://www.google.com/maps/place/6550 Mira Mesa Blvd++San Diego+CA+United States,(858) 622-0085,32.907057,-117.177778
brewery,Hamburg Brewing Company,"6553 Boston State Rd Hamburg, NY 14075-6630",Brewpub,http://www.hamburgbrewing.com,www.hamburgbrewing.com,http://www.google.com/maps/place/6553 Boston State Rd++Hamburg+NY+United States,(716) 649-3249,42.711012,-78.802895
brewery,Brewery Ommegang,"656 County Highway 33 Cooperstown, NY 13326-4737",Regional,http://www.ommegang.com,www.ommegang.com,http://www.google.com/maps/place/656 County Highway 33++Cooperstown+NY+United States,(800) 544-1809,42.626879,-74.945227
brewery,New Planet Beer Co,"6560 Odell Pl Ste D Boulder, CO 80301-3353",Micro,http://www.newplanetbeer.com,www.newplanetbeer.com,http://www.google.com/maps/place/6560 Odell Pl Ste D++Boulder+CO+United States,(303) 842-5656,40.073226,-105.200971
brewery,Crystal Springs Brewing Co,"657 S Taylor Ave Louisville, CO 80027-3063",Micro,http://www.crystalspringsbrewing.com,www.crystalspringsbrewing.com,http://www.google.com/maps/place/657 S Taylor Ave++Louisville+CO+United States,(303) 884-5602,39.960567,-105.120242
brewery,Native Brewing Co,"6571 NE 21st Way Fort Lauderdale, FL 33308-1062",Contract,http://www.nativebrewingco.com/index.html,http://www.nativebrewingco.com/index.html,http://www.google.com/maps/place/6571 NE 21st Way++Fort Lauderdale+FL+United States,(954) 532-8337,26.209044,-80.116196
brewery,C.B. and Potts Restaurant &amp; Brewery-Englewood,"6575 Greenwood Plaza Blvd Englewood, CO 80111-4933",Brewpub,http://www.cbpotts.com,www.cbpotts.com,http://www.google.com/maps/place/6575 Greenwood Plaza Blvd++Englewood+CO+United States,(303) 770-1982,39.597317,-104.895765
brewery,Hop Lot Brewing Co.,"658 S West Bay Shore Dr Suttons Bay, MI 49682-9587",Micro,http://www.hoplotbrewing.com,www.hoplotbrewing.com,http://www.google.com/maps/place/658 S West Bay Shore Dr++Suttons Bay+MI+United States,(231) 866-4445,44.968696,-85.647385
brewery,Milwaukee Premium Brewing Co,"6591 N. Sidney PL Glendale, WI 53209-3215",Contract,,,http://www.google.com/maps/place/6591 N. Sidney PL++Glendale+WI+United States,(414) 362-5000,43.137934,-87.948277
brewery,New Holland Brewing Co,"66 E 8th St Holland, MI 49423-3504",Micro,http://www.newhollandbrew.com,www.newhollandbrew.com,http://www.google.com/maps/place/66 E 8th St++Holland+MI+United States,(616) 355-6422,42.790024,-86.104194
brewery,Tuckerman Brewing Co,"66 Hobbs St Conway, NH 03818-6131",Micro,http://www.tuckermanbrewing.com,www.tuckermanbrewing.com,http://www.google.com/maps/place/66 Hobbs St++Conway+NH+United States,(603) 447-5400,43.97516,-71.129592
brewery,Blackfoot River Brewing Co,"66 S Park Ave Helena, MT 59601-6271",Micro,http://www.blackfootriverbrewing.com,www.blackfootriverbrewing.com,http://www.google.com/maps/place/66 S Park Ave++Helena+MT+United States,(406) 449-3005,46.586285,-112.041776
brewery,River Time Brewing,"660 Emens Ave N Darrington, WA 98241",Micro,http://www.rivertimebrewing.com,www.rivertimebrewing.com,http://www.google.com/maps/place/660 Emens Ave N++Darrington+WA+United States,(267) 483-7411,48.249392,-121.602161
brewery,ABQ Brew Pub,"6601 Uptown Blvd NE Ste B Albuquerque, NM 87110-4207",Brewpub,http://www.abqbrewpub.com,www.abqbrewpub.com,http://www.google.com/maps/place/6601 Uptown Blvd NE Ste B++Albuquerque+NM+United States,(505) 884-1116,35.10377,-106.570741
brewery,The VB Brewery,"6606 State Rt 96 Victor, NY 14564-1409",Micro,http://www.thevbbrewery.com,www.thevbbrewery.com,http://www.google.com/maps/place/6606 State Rt 96++Victor+NY+United States,(585) 902-8166,42.977423,-77.389293
brewery,Sarasota Brewing Co,"6607 Gateway Ave Sarasota, FL 34231-5805",Brewpub,http://www.sarasotabrewing.com,www.sarasotabrewing.com,http://www.google.com/maps/place/6607 Gateway Ave++Sarasota+FL+United States,(941) 925-2337,27.259747,-82.516137
brewery,Thirsty Bear Brewing Co,"661 Howard St San Francisco, CA 94105-3915",Brewpub,http://www.thirstybear.com,www.thirstybear.com,http://www.google.com/maps/place/661 Howard St++San Francisco+CA+United States,(415) 974-0905,37.785482,-122.399599
brewery,Clayton Brewing Co,"661 W Arrow Hwy San Dimas, CA 91773-2936",Contract,http://www.claytonbrewingco.com,www.claytonbrewingco.com,http://www.google.com/maps/place/661 W Arrow Hwy++San Dimas+CA+United States,(909) 394-4900,34.106081,-117.817735
brewery,Uptown Market Brewery,"6620 SW Scholls Ferry Rd Beaverton, OR",Micro,http://www.uptownmarketpdx.com,www.uptownmarketpdx.com,http://www.google.com/maps/place/6620 SW Scholls Ferry Rd++Beaverton+OR+United States,(503) 336-4783,45.472298,-122.772573
brewery,Uptown Market Brewing,"6620 SW Scholls Ferry Rd Beaverton, OR 97223-7166",Micro,http://www.uptownmarketpdx.com,www.uptownmarketpdx.com,http://www.google.com/maps/place/6620 SW Scholls Ferry Rd++Beaverton+OR+United States,(503) 336-4783,45.472298,-122.772573
brewery,Nedloh Brewing Company,"6621 State Route 5 and 20 Bloomfield, NY 14469-9208",Micro,http://www.nedlohbrewing.com,www.nedlohbrewing.com,http://www.google.com/maps/place/6621 State Route 5 and 20++Bloomfield+NY+United States,(585) 360-7272,42.893537,-77.428424
brewery,"River Company Restaurant &amp; Brewery Inc, The","6633 Viscoe Rd Fairlawn, VA 24141-6903",Brewpub,http://www.therivercompanybrewery.com,www.therivercompanybrewery.com,http://www.google.com/maps/place/6633 Viscoe Rd++Fairlawn+VA+United States,(540) 633-3940,37.146043,-80.544933
brewery,Occidental Brewing,"6635 N Baltimore Ave Ste 100 Portland, OR 97203-5465",Micro,http://www.occidentalbrewing.com,www.occidentalbrewing.com,http://www.google.com/maps/place/6635 N Baltimore Ave Ste 100++Portland+OR+United States,(503) 719-7102,45.589311,-122.761208
brewery,Airways Brewing Co,"6644 S 196th St Ste T100 Kent, WA 98032-2124",Brewpub,http://www.airwaysbrewing.com,www.airwaysbrewing.com,http://www.google.com/maps/place/6644 S 196th St Ste T100++Kent+WA+United States,(253) 200-1707,47.427469,-122.250367
brewery,The Village Corner,"6655 James B Rivers Dr Stone Mountain, GA 30083-2232",Brewpub,http://www.germanresturant.com,www.germanresturant.com,http://www.google.com/maps/place/6655 James B Rivers Dr++Stone Mountain+GA+United States,(770) 498-0329,33.811494,-84.170758
brewery,B &amp; J's Pizza Restaurant,"6662 S Staples St Corpus Christi, TX 78413-5403",Brewpub,http://www.bandjspizza.com,www.bandjspizza.com,http://www.google.com/maps/place/6662 S Staples St++Corpus Christi+TX+United States,(361) 992-6671,27.679495,-97.386593
brewery,Frisco Tap House &amp; Push Brewery,"6695 Dobbin Rd Columbia, MD 21045-4755",Brewpub,http://www.friscogrille.com,www.friscogrille.com,http://www.google.com/maps/place/6695 Dobbin Rd++Columbia+MD+United States,(410) 312-4907,39.185873,-76.825131
brewery,Brick House Brewery and Restaurant,"67 W Main St Patchogue, NY 11772-3001",Brewpub,http://www.brickhousebrewery.com,www.brickhousebrewery.com,http://www.google.com/maps/place/67 W Main St++Patchogue+NY+United States,(631) 447-2337,40.766113,-73.016801
brewery,Prodigal Brewing Co,"670 Town House Rd Effingham, NH 03882-8533",Micro,http://www.prodigalbrewing.com,www.prodigalbrewing.com,http://www.google.com/maps/place/670 Town House Rd++Effingham+NH+United States,(603) 617-0195,43.74282,-71.067961
brewery,Monday Night Brewing,"670 Trabert Ave NW Atlanta, GA 30318-4230",Micro,http://www.mondaynightbrewing.com,www.mondaynightbrewing.com,http://www.google.com/maps/place/670 Trabert Ave NW++Atlanta+GA+United States,(404) 352-7703,33.794817,-84.409899
brewery,The Brewing Lair,"67007 CA Hwy 70 Blairsden-Graeagle, CA 96103-1651",Micro,http://www.thebrewinglair.com,www.thebrewinglair.com,http://www.google.com/maps/place/ 67007 CA Hwy 70++Blairsden-Graeagle+CA+United States,(530) 394-0940,39.797746,-120.642306
brewery,Laurelwood Public House &amp; Brewey - SE,"6716 SE Milwaukie Ave Portland, OR 97202-5618",Brewpub,,,http://www.google.com/maps/place/6716 SE Milwaukie Ave++Portland+OR+United States,(503) 943-6157,45.474143,-122.648503
brewery,Catskill Brewery,"672 Old Route 17 Livingston Manor, NY 12758-5031",Micro,http://www.catskillbrewery.com,www.catskillbrewery.com,http://www.google.com/maps/place/672 Old Route 17++Livingston Manor+NY+United States,,41.906821,-74.824352
brewery,Lengthwise Brewing Co,"6720 Schirra Ct Bakersfield, CA 93313-2132",Brewpub,http://www.lengthwise.com,www.lengthwise.com,http://www.google.com/maps/place/6720 Schirra Ct++Bakersfield+CA+United States,(661) 836-2537,35.317051,-119.077401
brewery,Dad &amp; Dudes Breweria,"6730 S Cornerstar Way Ste D Aurora, CO 80016-1571",Brewpub,http://www.breweria.com,www.breweria.com,http://www.google.com/maps/place/6730 S Cornerstar Way Ste D++Aurora+CO+United States,(303) 400-5699,39.594038,-104.806347
brewery,Vintage Brewing Co,"674 S Whitney Way Madison, WI 53711-1035",Brewpub,http://www.vintagebrewingco.com,www.vintagebrewingco.com,http://www.google.com/maps/place/674 S Whitney Way++Madison+WI+United States,(608) 204-2739,43.050949,-89.47393
brewery,Tap It Brewing Co,"675 Clarion Ct Ste 1 San Luis Obispo, CA 93401-8178",Micro,http://www.tapitbrewing.com,www.tapitbrewing.com,http://www.google.com/maps/place/675 Clarion Ct Ste 1++San Luis Obispo+CA+United States,(805) 545-7702,35.244096,-120.64595
brewery,Asheville Pizza and Brewing,"675 Merrimon Ave Asheville, NC 28804-3541",Brewpub,http://www.ashevillepizza.com,www.ashevillepizza.com,http://www.google.com/maps/place/675 Merrimon Ave++Asheville+NC+United States,(828) 254-1281,35.622131,-82.553603
brewery,Thumb Brewery,"6758 Pine St Caseville, MI 48725-9544",Brewpub,http://www.thumbbrewery.com,www.thumbbrewery.com,http://www.google.com/maps/place/6758 Pine St++Caseville+MI+United States,(989) 856-1228,43.942666,-83.271493
brewery,Molly Pitcher's Brewing Co,"6760 El Camino Real Atascadero, CA 93422-4205",Micro,http://www.mollypitcher.net,www.mollypitcher.net,http://www.google.com/maps/place/6760 El Camino Real++Atascadero+CA+United States,(805) 460-6454,35.48756,-120.667759
brewery,Bootstrap Brewing Co,"6778 N 79th St Unit A Niwot, CO 80503-7175",Micro,http://www.bootstrapbrewing.com,www.bootstrapbrewing.com,http://www.google.com/maps/place/6778 N 79th St Unit A++Niwot+CO+United States,(303) 652-4186,40.099868,-105.168395
brewery,"Brays Brewing Co, Inc","678 Roosevelt Trl Naples, ME 04055-5335",Brewpub,http://www.braysbrewpub.com,www.braysbrewpub.com,http://www.google.com/maps/place/678 Roosevelt Trl++Naples+ME+United States,(207) 693-6806,43.992308,-70.653541
brewery,Woodfour Brewing Company,"6780 Depot St Ste 160 Sebastopol, CA 95472-3462",Brewpub,http://www.woodfourbrewing.com,www.woodfourbrewing.com,http://www.google.com/maps/place/6780 Depot St Ste 160++Sebastopol+CA+United States,(707) 823-3144,38.40319,-122.821209
brewery,G.C. Starkey Beer Company,"68 Castle St #1C Geneva, NY 14456-2621",Contract,http://www.starkeyslookout.com,www.starkeyslookout.com,http://www.google.com/maps/place/68 Castle St #1C++Geneva+NY+United States,(607) 678-4043,42.868212,-76.983134
brewery,Broken Compass Brewing,"68 Continental Ct # B12 Breckenridge, CO 80424-9100",Micro,http://www.brokencompassbrewing.com,www.brokencompassbrewing.com,http://www.google.com/maps/place/68 Continental Ct # B12++Breckenridge+CO+United States,(970) 368-2772,39.514894,-106.053487
brewery,Gritty McDuffs - Lewiston/Auburn,"68 Main St Auburn, ME 04210-5812",Brewpub,,,http://www.google.com/maps/place/68 Main St++Auburn+ME+United States,(207) 376-2739,44.097139,-70.224571
brewery,40 Arpent Brewing Co,"6809 N Peters St Arabi, LA 70032-1039",Micro,http://www.40arpentbrewery.com,www.40arpentbrewery.com,http://www.google.com/maps/place/6809 N Peters St++Arabi+LA+United States,(504) 444-3972,29.948397,-90.008333
brewery,Weeping Radish Farm Brewery,"6810 Caratoke Hwy Grandy, NC 27939-9635",Micro,http://www.weepingradish.com,www.weepingradish.com,http://www.google.com/maps/place/6810 Caratoke Hwy++Grandy+NC+United States,(252) 491-5205,36.219636,-75.869957
brewery,11 Below Brewing Company,"6820 Bourgeois Rd Houston, TX 77066-3107",Micro,http://www.11belowbrewing.com,www.11belowbrewing.com,http://www.google.com/maps/place/6820 Bourgeois Rd++Houston+TX+United States,(281) 444-2337,29.952623,-95.518934
brewery,Wet Coast Brewing Co.,"6820 Kimball Dr Ste C Gig Harbor, WA 98335-5123",Micro,http://www.wetcoastbrewing.com,www.wetcoastbrewing.com,http://www.google.com/maps/place/6820 Kimball Dr Ste C++Gig Harbor+WA+United States,,47.320902,-122.587741
brewery,Elk Horn Brewery,"686 E Broadway Eugene, OR 97401-3340",Brewpub,http://www.elkhornbrewery.com,www.elkhornbrewery.com,http://www.google.com/maps/place/686 E Broadway++Eugene+OR+United States,(541) 505-8356,44.04965,-123.082403
brewery,Moab Brewery,"686 S Main St Moab, UT 84532-2901",Micro,http://www.themoabbrewery.com,www.themoabbrewery.com,http://www.google.com/maps/place/686 S Main St++Moab+UT+United States,(435) 259-6333,38.562759,-109.549776
brewery,Buffalo Brewpub,"6861 Main St Buffalo, NY 14221-5929",Brewpub,http://www.buffalobrewpub.com,www.buffalobrewpub.com,http://www.google.com/maps/place/6861 Main St++Buffalo+NY+United States,(716) 632-0552,42.964919,-78.697915
brewery,Flat Earth Brewing Co,"688 Minnehaha Ave E Saint Paul, MN 55106-4462",Micro,http://www.flatearthbrewing.com,www.flatearthbrewing.com,http://www.google.com/maps/place/688 Minnehaha Ave E++Saint Paul+MN+United States,(651) 698-1945,44.962562,-93.07157
brewery,Vindication Brewing Co,"6880 Winchester Cir Unit F Boulder, CO 80301-3528",Micro,http://www.vindicationbrewing.com,www.vindicationbrewing.com,http://www.google.com/maps/place/6880 Winchester Cir Unit F++Boulder+CO+United States,(303) 530-0642,40.076829,-105.192968
brewery,Wolf Hollow Brewing Company,"6882 Amsterdam Rd Schenectady, NY 12302-6441",Micro,http://www.wolfhollowbrewing.com,www.wolfhollowbrewing.com,http://www.google.com/maps/place/6882 Amsterdam Rd++Schenectady+NY+United States,,42.893658,-74.06591
brewery,Local Brewing Co,"69 Bluxome St San Francisco, CA 94107-1605",Micro,http://www.localbrewingco.com,www.localbrewingco.com,http://www.google.com/maps/place/69 Bluxome St++San Francisco+CA+United States,,37.77649,-122.39716
brewery,New Holland Brewing Co - Production Facility,"690 Commerce Ct Holland, MI 49424-2913",Regional,,,http://www.google.com/maps/place/690 Commerce Ct++Holland+MI+United States,(616) 510-2259,42.818513,-86.114154
brewery,JD's Sports Pub and Brewery,"690 Redwood Hwy Grants Pass, OR 97527-5582",Brewpub,http://www.jdssportsbarandbrewery.com,www.jdssportsbarandbrewery.com,http://www.google.com/maps/place/690 Redwood Hwy++Grants Pass+OR+United States,(541) 471-0383,42.423717,-123.340808
brewery,Red Oak Brewing Co,"6901 Konica Dr Whitsett, NC 27377-9787",Regional,http://www.redoakbrewery.com,www.redoakbrewery.com,http://www.google.com/maps/place/6901 Konica Dr++Whitsett+NC+United States,(336) 299-3649,36.061903,-79.570658
brewery,Gordon Biersch Brewery Restaurant - Glendale,"6915 N 95th Ave Glendale, AZ 85305-2488",Brewpub,http://www.gordonbierschrestaurants.com,www.gordonbierschrestaurants.com,http://www.google.com/maps/place/6915 N 95th Ave++Glendale+AZ+United States,(623) 877-4300,33.536067,-112.26355
brewery,Alosta Brewing Co,"692 Arrow Grand Cir Covina, CA 91722-2122",Micro,http://www.alostabrewing.com,www.alostabrewing.com,http://www.google.com/maps/place/692 Arrow Grand Cir++Covina+CA+United States,(626) 470-7897,34.10453,-117.87903
brewery,Tall Tales Brewing Co. LLC,"6929 Heron Grove Ct Parsonsburg, MD 21849-2155",Brewpub,http://www.talltalesbrew.com,www.talltalesbrew.com,http://www.google.com/maps/place/6929 Heron Grove Ct++Parsonsburg+MD+United States,(410) 543-2739,38.38186,-75.470292
brewery,Nebraska Brewing Co,"6946 S 108th St La Vista, NE 68128-5701",Micro,http://www.nebraskabrewingco.com,www.nebraskabrewingco.com,http://www.google.com/maps/place/6946 S 108th St++La Vista+NE+United States,,41.19028,-96.081462
brewery,Old Market Pub and Brewery,"6959 SW Multnomah Blvd Portland, OR 97223-3439",Brewpub,http://www.drinkbeerhere.com,www.drinkbeerhere.com,http://www.google.com/maps/place/6959 SW Multnomah Blvd++Portland+OR+United States,(503) 244-0450,45.465926,-122.748696
brewery,Livingood's Restaurant,"697 Bear Swamp Rd Peru, NY 12972-4803",Brewpub,http://www.livingoodsresturant.com,www.livingoodsresturant.com,http://www.google.com/maps/place/697 Bear Swamp Rd++Peru+NY+United States,(518) 643-2020,44.576079,-73.511571
brewery,Hollister Brewing Co,"6980 Market Place Dr Goleta, CA 93117-2997",Brewpub,http://www.holisterbrewco.com,www.holisterbrewco.com,http://www.google.com/maps/place/6980 Market Place Dr++Goleta+CA+United States,(805) 968-2810,34.429547,-119.871138
brewery,Backward Flag Brewing,"699 Challenger Way Forked River, NJ 08731-5917",Micro,http://www.backwardflagbrewing.com,www.backwardflagbrewing.com,http://www.google.com/maps/place/699 Challenger Way++Forked River+NJ+United States,(609) 994-0422,39.824307,-74.207032
brewery,Granite City Food &amp; Brewery (#28),"699 W Big Beaver Rd Troy, MI 48084-4920",Brewpub,http://www.gcfb.com,www.gcfb.com,http://www.google.com/maps/place/699 W Big Beaver Rd++Troy+MI+United States,(248) 519-1040,42.561527,-83.161102
brewery,Colorado Plus,"6995 W 38th Ave Wheat Ridge, CO 80033-4965",Brewpub,http://www.cplusliquidartworks.com,www.cplusliquidartworks.com,http://www.google.com/maps/place/6995 W 38th Ave++Wheat Ridge+CO+United States,(720) 353-4853,39.76966,-105.074178
brewery,OEC Brewing,"7 Fox Hollow Rd Oxford, CT 06478-3162",Micro,http://www.oecbrewing.com,www.oecbrewing.com,http://www.google.com/maps/place/7 Fox Hollow Rd++Oxford+CT+United States,(203) 295-2831,41.468469,-73.120034
brewery,Throwback Brewery,"7 Hobbs Road North Hampton, NH 03862-2120",Micro,http://www.throwbackbrewery.com,www.throwbackbrewery.com,http://www.google.com/maps/place/7 Hobbs Road++North Hampton+NH+United States,(603) 498-0123,42.979886,-70.834156
brewery,Snitz Creek Brewery,"7 N 9th St Lebanon, PA 17046-4902",Brewpub,http://www.snitzcreekbrewery.com,www.snitzcreekbrewery.com,http://www.google.com/maps/place/7 N 9th St++Lebanon+PA+United States,(717) 450-4467,40.339476,-76.426799
brewery,Strong Brewing,"7 Old Rope Ferry Rd Sedgewick, ME 03907",Micro,http://www.strongbrewing.com,www.strongbrewing.com,http://www.google.com/maps/place/7 Old Rope Ferry Rd++Sedgewick+ME+United States,(207) 641-0640,43.257204,-70.603833
brewery,Warehouse Gourmet Bistro &amp; Brew Pub,"7 Pennsylvania Ave Hanover, PA 17331-2432",Brewpub,http://www.warehousegourmet.net,www.warehousegourmet.net,http://www.google.com/maps/place/7 Pennsylvania Ave++Hanover+PA+United States,(717) 451-9595,39.80259,-76.989267
brewery,Pen Druid Brewing,"7 River Ln Sperryville, VA 22740-2147",Micro,http://www.pendruid.com,www.pendruid.com,http://www.google.com/maps/place/7 River Ln++Sperryville+VA+United States,(540) 987-5064,38.657053,-78.226139
brewery,Mother Road Brewing Co,"7 S Mikes Pike Flagstaff, AZ 86001-5589",Micro,http://www.motherroadbeer.com,www.motherroadbeer.com,http://www.google.com/maps/place/7 S Mikes Pike++Flagstaff+AZ+United States,(928) 774-9139,35.196971,-111.652378
